user_id,phase,condition,reaction_time,product_id,rating
1,Phase1,NoDisplay,3.171459999999996,0,2
1,Phase1,NoDisplay,1.6846199999999953,1,3
1,Phase1,NoDisplay,1.3958800000000053,2,4
1,Phase1,NoDisplay,1.1733000000000118,3,5
1,Phase1,NoDisplay,5.0075999999999965,4,5
1,Phase1,NoDisplay,3.3512000000000057,5,3
1,Phase1,NoDisplay,1.2900000000000063,6,4
1,Phase1,NoDisplay,1.6779999999999973,7,5
1,Phase1,NoDisplay,0.9936999999999898,8,3
1,Phase1,NoDisplay,0.7363,9,5
1,Phase1,NoDisplay,1.3850000000000193,10,5
1,Phase1,NoDisplay,0.862400000000008,11,5
1,Phase1,NoDisplay,1.9680999999999926,12,4
1,Phase1,NoDisplay,1.3529000000000053,13,5
1,Phase1,NoDisplay,0.9176000000000215,14,5
1,Phase1,NoDisplay,1.6850000000000023,15,3
1,Phase1,NoDisplay,0.880299999999977,16,4
1,Phase1,NoDisplay,0.941299999999984,17,5
1,Phase1,NoDisplay,0.8851999999999975,18,4
1,Phase1,NoDisplay,0.8940000000000055,19,2
1,Phase1,NoDisplay,2.6351999999999975,20,2
1,Phase1,NoDisplay,1.8788000000000125,21,1
1,Phase1,NoDisplay,1.508199999999988,22,2
1,Phase1,NoDisplay,0.7247999999999877,23,5
1,Phase1,NoDisplay,1.1392000000000166,24,3
1,Phase1,NoDisplay,0.9927999999999884,25,4
1,Phase1,NoDisplay,0.8380999999999972,26,4
1,Phase1,NoDisplay,0.6244000000000085,27,3
1,Phase1,NoDisplay,0.8297000000000025,28,3
1,Phase1,NoDisplay,0.6020999999999788,29,5
1,Phase1,NoDisplay,1.5707999999999913,30,1
1,Phase1,NoDisplay,1.3961000000000183,31,1
1,Phase1,NoDisplay,0.7144000000000119,32,2
1,Phase1,NoDisplay,0.8396999999999935,33,2
1,Phase1,NoDisplay,0.9612999999999943,34,3
1,Phase1,NoDisplay,0.7160999999999831,35,2
1,Phase1,NoDisplay,0.8257999999999868,36,2
1,Phase1,NoDisplay,0.6932000000000187,37,3
1,Phase1,NoDisplay,0.637500000000017,38,3
1,Phase1,NoDisplay,0.6827999999999861,39,2
1,Phase1,NoDisplay,2.1777999999999906,40,5
1,Phase1,NoDisplay,0.990600000000029,41,3
1,Phase1,NoDisplay,0.9505000000000337,42,2
1,Phase1,NoDisplay,2.4802999999999997,43,2
1,Phase1,NoDisplay,1.3181999999999903,44,2
1,Phase1,NoDisplay,1.0512999999999693,45,3
1,Phase1,NoDisplay,0.8723999999999705,46,5
1,Phase1,NoDisplay,0.8491000000000213,47,5
1,Phase1,NoDisplay,1.3842000000000212,48,4
1,Phase1,NoDisplay,0.8738999999999919,49,3
1,Phase1,NoDisplay,0.7823999999999955,50,3
1,Phase1,NoDisplay,2.334699999999998,51,2
1,Phase1,NoDisplay,1.5083999999999946,52,2
1,Phase1,NoDisplay,1.3451000000000022,53,3
1,Phase1,NoDisplay,0.9150000000000205,54,3
1,Phase1,NoDisplay,0.9145000000000323,55,3
1,Phase1,NoDisplay,1.2506999999999948,56,3
1,Phase1,NoDisplay,1.0054999999999836,57,2
1,Phase1,NoDisplay,1.4074999999999704,58,4
1,Phase1,NoDisplay,1.386099999999999,59,3
1,Phase1,NoDisplay,0.9282999999999788,60,5
1,Phase1,NoDisplay,0.9068000000000325,61,3
1,Phase1,NoDisplay,0.9036000000000399,62,3
1,Phase1,NoDisplay,0.6922000000000139,63,3
1,Phase1,NoDisplay,0.8928000000000225,64,4
1,Phase1,NoDisplay,0.9922000000000253,65,2
1,Phase1,NoDisplay,0.8469000000000051,66,3
1,Phase1,NoDisplay,0.7838999999999601,67,3
1,Phase1,NoDisplay,1.0388000000000375,68,5
1,Phase1,NoDisplay,0.7934000000000196,69,4
1,Phase1,NoDisplay,1.8521000000000072,70,5
1,Phase1,NoDisplay,1.7064000000000306,71,5
1,Phase1,NoDisplay,0.8703000000000429,72,3
1,Phase1,NoDisplay,0.9148000000000138,73,2
1,Phase1,NoDisplay,0.8030999999999722,74,2
1,Phase1,NoDisplay,2.331800000000044,75,1
1,Phase1,NoDisplay,1.070699999999988,76,3
1,Phase1,NoDisplay,0.9803999999999746,77,3
1,Phase1,NoDisplay,1.0581000000000245,78,5
1,Phase1,NoDisplay,1.3384999999999536,79,3
1,Phase1,NoDisplay,0.7291000000000167,80,3
1,Phase1,NoDisplay,0.8928000000000225,81,5
1,Phase1,NoDisplay,0.7189000000000192,82,3
1,Phase1,NoDisplay,0.6043000000000234,83,4
1,Phase1,NoDisplay,0.8087999999999624,84,3
1,Phase1,NoDisplay,0.6218000000000075,85,3
1,Phase1,NoDisplay,0.8586999999999989,86,5
1,Phase1,NoDisplay,1.2074999999999818,87,5
1,Phase1,NoDisplay,0.9377000000000066,88,5
1,Phase1,NoDisplay,1.4074999999999704,89,4
1,Phase2,NoDisplay,2.880700000000047,0,3
1,Phase2,NoDisplay,1.5421999999999798,1,5
1,Phase2,NoDisplay,1.262399999999957,2,3
1,Phase2,NoDisplay,1.849299999999971,3,3
1,Phase2,NoDisplay,0.9008999999999787,4,3
1,Phase2,NoDisplay,0.6657999999999902,5,3
1,Phase2,NoDisplay,1.3632000000000062,6,2
1,Phase2,NoDisplay,0.9470999999999776,7,5
1,Phase2,NoDisplay,0.7324999999999591,8,2
